,,,,Execution Time,Execution Time,Execution Time,Execution Time,Guesses,Guesses,Guesses,Guesses,Backtracks,Backtracks,Backtracks,Backtracks
,,,,min,max,mean,count,min,max,mean,count,min,max,mean,count
algorithm,search,guess,Zeros,,,,,,,,,,,,
backtracking,9,2,33.0,0.0127235000254586,0.0175798999844119,0.014059848000761077,50,33.0,216.0,68.8,50,0.0,183.0,35.8,50
backtracking,9,2,34.0,0.0127818000037223,0.0176181999850086,0.01417990800575349,50,35.0,201.0,69.06,50,1.0,167.0,35.06,50
backtracking,9,2,35.0,0.0128700000350363,0.0185364999924786,0.014513437999412373,50,35.0,237.0,88.72,50,0.0,202.0,53.72,50
backtracking,9,2,36.0,0.0125263000372797,0.0250819000066258,0.014676128004211888,50,36.0,557.0,100.44,50,0.0,521.0,64.44,50
backtracking,9,2,37.0,0.0128304000245407,0.022393400024157,0.015070666003739418,50,37.0,460.0,113.8,50,0.0,423.0,76.8,50
backtracking,9,2,38.0,0.0129693999770097,0.0584010999882593,0.017392360002268053,50,38.0,1930.0,216.14,50,0.0,1892.0,178.14,50
backtracking,9,2,39.0,0.0127708999789319,0.0390282000298611,0.01714936000527809,50,42.0,1110.0,200.88,50,3.0,1071.0,161.88,50
backtracking,9,2,40.0,0.0131534999818541,0.2557100999983958,0.022811612000223205,50,48.0,9992.0,436.22,50,8.0,9952.0,396.22,50
backtracking,9,2,41.0,0.0129456000286154,0.2031216000323183,0.03249181399703953,50,41.0,8080.0,813.1,50,0.0,8039.0,772.1,50
backtracking,9,2,42.0,0.0132380999857559,0.1425200999947264,0.026184664003085292,50,49.0,5128.0,562.62,50,7.0,5086.0,520.62,50
backtracking,9,2,43.0,0.0137198000447824,0.1026445000316016,0.032789873998844955,50,54.0,3651.0,835.12,50,11.0,3608.0,792.12,50
backtracking,9,2,44.0,0.0137705000233836,0.8440905000315979,0.06631166399922217,50,54.0,33740.0,2172.64,50,10.0,33696.0,2128.64,50
backtracking,9,2,45.0,0.0130780999897979,0.8866458000265993,0.08891071399790232,50,52.0,34828.0,3056.34,50,7.0,34783.0,3011.34,50
